31	343	1614	19	47.38	49.749	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
32	343	1622	19	47.28	49.644	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
33	344	1598	15	37.21	39.0705	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
34	344	1614	19	43.31	45.4755	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
35	344	1622	19	43.21	45.3705	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
36	345	1598	15	35.21	36.9705	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
37	345	1614	19	41.31	43.3755	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
38	345	1622	19	41.21	43.2705	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
39	346	1598	15	39.28	41.244	2011-08-13 00:00:00	1	5		CTN	2011-08-13 00:00:00
40	346	1614	19	45.38	47.649	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
41	346	1622	19	45.28	47.544	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
42	347	1598	15	35.21	36.9705	2011-08-13 00:00:00	1	5	3	CTN	2011-08-13 00:00:00
43	347	1614	19	41.31	43.3755	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
44	347	1622	19	41.21	43.2705	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
45	348	1598	15	33.21	34.8705	2011-08-20 00:00:00	1	5	3	CTN	2011-08-20 00:00:00
46	348	1614	19	39.31	41.2755	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
47	348	1622	19	39.21	41.1705	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
48	349	1598	15	37.28	39.144	2011-08-20 00:00:00	1	5	3	CTN	2011-08-20 00:00:00
49	349	1614	19	43.38	45.549	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
50	349	1622	19	43.28	45.444	2011-08-18 00:00:00	1	5		CTN	2011-08-18 00:00:00
51	351	1544	15	5.5	5.775	2011-08-26 00:00:00	100	1000		EA 	2011-08-26 00:00:00
52	351	1694	15	5.9	6.195	2011-08-26 00:00:00	100	1000	300	EA 	2011-08-26 00:00:00
53	352	1544	15	1.1	1.155	2011-08-26 00:00:00	100	1000	300	EA 	2011-08-26 00:00:00
54	352	1694	15	1.4	1.47	2011-08-26 00:00:00	100	1000		EA 	2011-08-26 00:00:00
55	355	1508	15	1.3	1.365	2011-08-26 00:00:00	100	1000	300	EA 	2011-08-26 00:00:00
56	356	1516	18	3.43	3.6015	2011-08-27 00:00:00	20	100		PAK	2011-08-27 00:00:00
57	356	1572	16	3.22	3.381	2011-08-28 00:00:00	20	100	60	PAK	2011-08-28 00:00:00
58	357	1516	18	3.79	3.9795	2011-08-27 00:00:00	20	100		PAK	2011-08-27 00:00:00
59	357	1572	16	4.11	4.3155	2011-08-28 00:00:00	20	100	60	PAK	2011-08-28 00:00:00
60	358	1500	16	6.65	6.9825	2011-08-28 00:00:00	20	100	60	PAK	2011-08-28 00:00:00
61	359	1496	17	45.41	47.6805	2011-08-29 00:00:00	1	5	3	CS 	2011-08-29 00:00:00
62	359	1554	19	45.26	47.523	2011-08-11 00:00:00	1	5		CS 	2011-08-11 00:00:00
63	360	1496	17	43.41	45.5805	2011-08-29 00:00:00	1	5	3	CS 	2011-08-29 00:00:00
64	360	1554	19	43.26	45.423	2011-08-11 00:00:00	1	5		CS 	2011-08-11 00:00:00
65	361	1496	17	47.48	49.854	2011-08-05 00:00:00	1	5		CS 	2011-08-05 00:00:00
66	361	1554	19	47.33	49.6965	2011-08-18 00:00:00	1	5		CS 	2011-08-18 00:00:00
67	362	1496	17	43.41	45.5805	2011-08-05 00:00:00	1	5	3	CS 	2011-08-05 00:00:00
68	362	1554	19	43.26	45.423	2011-08-18 00:00:00	1	5		CS 	2011-08-18 00:00:00
69	363	1496	17	41.41	43.4805	2011-08-05 00:00:00	1	5		CS 	2011-08-05 00:00:00
70	363	1554	19	41.26	43.323	2011-08-18 00:00:00	1	5		CS 	2011-08-18 00:00:00
71	364	1496	17	45.48	47.754	2011-08-12 00:00:00	1	5	3	CS 	2011-08-12 00:00:00
72	364	1554	19	45.33	47.5965	2011-08-24 00:00:00	1	5		CS 	2011-08-24 00:00:00
73	365	1496	17	41.41	43.4805	2011-08-12 00:00:00	1	5		CS 	2011-08-12 00:00:00
74	365	1554	19	41.26	43.323	2011-08-24 00:00:00	1	5		CS 	2011-08-24 00:00:00
75	366	1496	17	39.41	41.3805	2011-08-12 00:00:00	1	5	3	CS 	2011-08-12 00:00:00
76	366	1554	19	39.26	41.223	2011-08-29 00:00:00	1	5		CS 	2011-08-29 00:00:00
77	367	1496	17	43.48	45.654	2011-08-12 00:00:00	1	5		CS 	2011-08-12 00:00:00
78	367	1554	19	43.33	45.4965	2011-08-29 00:00:00	1	5		CS 	2011-08-29 00:00:00
79	368	1496	17	39.41	41.3805	2011-08-12 00:00:00	1	5	3	CS 	2011-08-12 00:00:00
80	368	1554	19	39.26	41.223	2011-08-29 00:00:00	1	5		CS 	2011-08-29 00:00:00
81	369	1496	17	37.41	39.2805	2011-08-12 00:00:00	1	5	3	CS 	2011-08-12 00:00:00
82	369	1554	19	37.26	39.123	2011-08-29 00:00:00	1	5		CS 	2011-08-29 00:00:00
83	370	1496	17	41.48	43.554	2011-08-18 00:00:00	1	5	3	CS 	2011-08-18 00:00:00
84	370	1554	19	41.33	43.3965	2011-07-30 00:00:00	1	5		CS 	2011-07-30 00:00:00
85	371	1496	17	37.41	39.2805	2011-08-18 00:00:00	1	5		CS 	2011-08-18 00:00:00
86	371	1554	19	37.26	39.123	2011-07-30 00:00:00	1	5		CS 	2011-07-30 00:00:00
87	372	1496	17	35.41	37.1805	2011-08-18 00:00:00	1	5	3	CS 	2011-08-18 00:00:00
88	372	1554	19	35.26	37.023	2011-07-30 00:00:00	1	5		CS 	2011-07-30 00:00:00
89	373	1496	17	39.48	41.454	2011-08-18 00:00:00	1	5	3	CS 	2011-08-18 00:00:00
90	373	1554	19	39.33	41.2965	2011-07-30 00:00:00	1	5		CS 	2011-07-30 00:00:00
91	374	1496	17	35.41	37.1805	2011-08-24 00:00:00	1	5	3	CS 	2011-08-24 00:00:00
92	374	1554	19	35.26	37.023	2011-08-05 00:00:00	1	5		CS 	2011-08-05 00:00:00
93	375	1536	15	41.28	43.344	2011-08-13 00:00:00	1	5	3	CTN	2011-08-13 00:00:00
94	375	1562	16	41.21	43.2705	2011-08-10 00:00:00	1	5		CTN	2011-08-10 00:00:00
95	375	1656	16	41.21	43.2705	2011-07-29 00:00:00	1	5		CTN	2011-07-29 00:00:00
96	376	1536	15	37.21	39.0705	2011-08-13 00:00:00	1	5		CTN	2011-08-13 00:00:00
97	376	1562	16	39.21	41.1705	2011-08-10 00:00:00	1	5		CTN	2011-08-10 00:00:00
98	376	1656	16	45.28	47.544	2011-07-29 00:00:00	1	5		CTN	2011-07-29 00:00:00
99	377	1536	15	35.21	36.9705	2011-08-20 00:00:00	1	5	3	CTN	2011-08-20 00:00:00
100	377	1562	16	43.28	45.444	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
101	377	1656	16	41.21	43.2705	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
102	378	1536	15	39.28	41.244	2011-08-20 00:00:00	1	5	3	CTN	2011-08-20 00:00:00
103	378	1562	16	39.21	41.1705	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
104	378	1656	16	39.21	41.1705	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
105	379	1536	15	35.21	36.9705	2011-08-20 00:00:00	1	5		CTN	2011-08-20 00:00:00
106	379	1562	16	37.21	39.0705	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
107	379	1656	16	43.28	45.444	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
108	380	1536	15	41.16	43.218	2011-08-26 00:00:00	1	5	3	CTN	2011-08-26 00:00:00
109	380	1562	16	41.28	43.344	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
110	380	1656	16	39.21	41.1705	2011-08-10 00:00:00	1	5		CTN	2011-08-10 00:00:00
111	381	1536	15	45.23	47.4915	2011-08-26 00:00:00	1	5	3	CTN	2011-08-26 00:00:00
112	381	1562	16	37.21	39.0705	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
113	381	1656	16	37.21	39.0705	2011-08-10 00:00:00	1	5		CTN	2011-08-10 00:00:00
114	382	1536	15	41.21	43.2705	2011-08-01 00:00:00	1	5	3	CTN	2011-08-01 00:00:00
115	382	1562	16	35.21	36.9705	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
116	383	1536	15	45.28	47.544	2011-08-01 00:00:00	1	5		CTN	2011-08-01 00:00:00
117	383	1562	16	39.28	41.244	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
118	384	1536	15	41.21	43.2705	2011-08-01 00:00:00	1	5	3	CTN	2011-08-01 00:00:00
119	384	1562	16	35.21	36.9705	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
120	385	1536	15	39.21	41.1705	2011-08-07 00:00:00	1	5		CTN	2011-08-07 00:00:00
121	385	1562	16	41.16	43.218	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
122	386	1536	15	43.28	45.444	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
123	386	1562	16	45.23	47.4915	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
124	387	1536	15	39.21	41.1705	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
125	387	1562	16	41.21	43.2705	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
126	388	1536	15	37.21	39.0705	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
127	388	1562	16	45.28	47.544	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
128	389	1536	15	41.28	43.344	2011-08-07 00:00:00	1	5		CTN	2011-08-07 00:00:00
129	389	1562	16	41.21	43.2705	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
130	390	1536	15	37.21	39.0705	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
131	390	1562	16	39.21	41.1705	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
132	391	1536	15	35.21	36.9705	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
133	391	1562	16	43.28	45.444	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
134	392	1536	15	39.28	41.244	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
135	392	1562	16	39.21	41.1705	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
136	393	1536	15	35.21	36.9705	2011-08-07 00:00:00	1	5		CTN	2011-08-07 00:00:00
137	393	1562	16	37.21	39.0705	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
138	394	1536	15	41.16	43.218	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
139	394	1562	16	41.28	43.344	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
140	395	1536	15	45.23	47.4915	2011-08-07 00:00:00	1	5	3	CTN	2011-08-07 00:00:00
141	395	1562	16	37.21	39.0705	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
142	396	1536	15	41.21	43.2705	2011-08-07 00:00:00	1	5		CTN	2011-08-07 00:00:00
143	396	1562	16	35.21	36.9705	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
144	397	1536	15	45.28	47.544	2011-08-07 00:00:00	1	5		CTN	2011-08-07 00:00:00
145	397	1562	16	39.28	41.244	2011-08-04 00:00:00	1	5		CTN	2011-08-04 00:00:00
146	402	1648	15	45.21	47.4705	2011-08-26 00:00:00	1	5	3	CTN	2011-08-26 00:00:00
147	403	1616	17	45.21	47.4705	2011-08-06 00:00:00	1	5	3	CAN	2011-08-06 00:00:00
148	403	1672	15	43.21	45.3705	2011-08-20 00:00:00	1	5	3	CAN	2011-08-20 00:00:00
149	403	1686	19	43.28	45.444	2011-08-28 00:00:00	1	5		CAN	2011-08-28 00:00:00
150	404	1616	17	43.21	45.3705	2011-08-06 00:00:00	1	5	3	CAN	2011-08-06 00:00:00
151	404	1672	15	47.28	49.644	2011-08-20 00:00:00	1	5	3	CAN	2011-08-20 00:00:00
152	404	1686	19	39.21	41.1705	2011-08-28 00:00:00	1	5		CAN	2011-08-28 00:00:00
153	405	1616	17	47.28	49.644	2011-08-12 00:00:00	1	5	3	CAN	2011-08-12 00:00:00
154	405	1672	15	43.21	45.3705	2011-08-20 00:00:00	1	5	3	CAN	2011-08-20 00:00:00
155	405	1686	19	37.21	39.0705	2011-08-04 00:00:00	1	5		CAN	2011-08-04 00:00:00
156	406	1616	17	43.21	45.3705	2011-08-12 00:00:00	1	5	3	CAN	2011-08-12 00:00:00
157	406	1672	15	41.21	43.2705	2011-08-20 00:00:00	1	5	3	CAN	2011-08-20 00:00:00
158	406	1686	19	41.28	43.344	2011-08-04 00:00:00	1	5		CAN	2011-08-04 00:00:00
159	407	1616	17	41.21	43.2705	2011-08-12 00:00:00	1	5		CAN	2011-08-12 00:00:00
160	407	1672	15	45.28	47.544	2011-08-20 00:00:00	1	5		CAN	2011-08-20 00:00:00
161	407	1686	19	37.21	39.0705	2011-08-04 00:00:00	1	5		CAN	2011-08-04 00:00:00
162	408	1616	17	45.28	47.544	2011-08-19 00:00:00	1	5	3	CAN	2011-08-19 00:00:00
163	408	1672	15	41.21	43.2705	2011-08-20 00:00:00	1	5	3	CAN	2011-08-20 00:00:00
164	408	1686	19	35.21	36.9705	2011-08-10 00:00:00	1	5		CAN	2011-08-10 00:00:00
165	409	1616	17	41.21	43.2705	2011-08-19 00:00:00	1	5	3	CAN	2011-08-19 00:00:00
166	409	1672	15	39.21	41.1705	2011-08-26 00:00:00	1	5	3	CAN	2011-08-26 00:00:00
167	409	1686	19	39.28	41.244	2011-08-10 00:00:00	1	5		CAN	2011-08-10 00:00:00
168	410	1616	17	39.21	41.1705	2011-08-25 00:00:00	1	5	3	CAN	2011-08-25 00:00:00
169	410	1686	19	35.21	36.9705	2011-08-10 00:00:00	1	5		CAN	2011-08-10 00:00:00
170	411	1616	17	43.28	45.444	2011-08-25 00:00:00	1	5		CAN	2011-08-25 00:00:00
171	411	1686	19	33.21	34.8705	2011-08-10 00:00:00	1	5		CAN	2011-08-10 00:00:00
172	412	1616	17	39.21	41.1705	2011-08-25 00:00:00	1	5	3	CAN	2011-08-25 00:00:00
173	412	1686	19	37.28	39.144	2011-08-10 00:00:00	1	5		CAN	2011-08-10 00:00:00
174	413	1616	17	37.21	39.0705	2011-08-25 00:00:00	1	5		CAN	2011-08-25 00:00:00
175	413	1686	19	45.31	47.5755	2011-08-10 00:00:00	1	5		CAN	2011-08-10 00:00:00
176	414	1616	17	41.28	43.344	2011-07-24 00:00:00	1	5	3	CAN	2011-07-24 00:00:00
177	414	1686	19	43.31	45.4755	2011-08-17 00:00:00	1	5		CAN	2011-08-17 00:00:00
178	415	1616	17	37.21	39.0705	2011-07-24 00:00:00	1	5	3	CAN	2011-07-24 00:00:00
179	415	1686	19	47.38	49.749	2011-08-17 00:00:00	1	5		CAN	2011-08-17 00:00:00
180	416	1616	17	35.21	36.9705	2011-07-24 00:00:00	1	5	3	CAN	2011-07-24 00:00:00
181	416	1686	19	43.31	45.4755	2011-08-17 00:00:00	1	5		CAN	2011-08-17 00:00:00
182	417	1616	17	39.28	41.244	2011-07-24 00:00:00	1	5		CAN	2011-07-24 00:00:00
183	417	1686	19	41.31	43.3755	2011-08-17 00:00:00	1	5		CAN	2011-08-17 00:00:00
184	418	1616	17	35.21	36.9705	2011-07-31 00:00:00	1	5	3	CAN	2011-07-31 00:00:00
185	418	1686	19	45.38	47.649	2011-08-22 00:00:00	1	5		CAN	2011-08-22 00:00:00
186	419	1616	17	33.21	34.8705	2011-07-31 00:00:00	1	5	3	CAN	2011-07-31 00:00:00
187	419	1686	19	41.31	43.3755	2011-08-22 00:00:00	1	5		CAN	2011-08-22 00:00:00
188	420	1616	17	37.28	39.144	2011-07-31 00:00:00	1	5	3	CAN	2011-07-31 00:00:00
189	420	1686	19	39.31	41.2755	2011-08-22 00:00:00	1	5		CAN	2011-08-22 00:00:00
190	421	1616	17	45.31	47.5755	2011-07-31 00:00:00	1	5	3	CAN	2011-07-31 00:00:00
191	421	1686	19	43.38	45.549	2011-08-22 00:00:00	1	5		CAN	2011-08-22 00:00:00
192	422	1492	17	45.26	47.523	2011-08-12 00:00:00	1	5		CTN	2011-08-12 00:00:00
193	422	1534	19	45.41	47.6805	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
194	422	1666	16	45.41	47.6805	2011-08-21 00:00:00	1	5		CTN	2011-08-21 00:00:00
195	423	1492	17	43.26	45.423	2011-08-12 00:00:00	1	5		CTN	2011-08-12 00:00:00
196	423	1534	19	43.41	45.5805	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
197	423	1666	16	43.41	45.5805	2011-08-21 00:00:00	1	5		CTN	2011-08-21 00:00:00
198	424	1492	17	47.33	49.6965	2011-08-19 00:00:00	1	5		CTN	2011-08-19 00:00:00
199	424	1534	19	47.48	49.854	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
200	424	1666	16	47.48	49.854	2011-08-27 00:00:00	1	5		CTN	2011-08-27 00:00:00
201	425	1492	17	43.26	45.423	2011-08-19 00:00:00	1	5		CTN	2011-08-19 00:00:00
202	425	1534	19	43.41	45.5805	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
203	425	1666	16	43.41	45.5805	2011-08-27 00:00:00	1	5		CTN	2011-08-27 00:00:00
204	426	1492	17	41.26	43.323	2011-08-19 00:00:00	1	5		CTN	2011-08-19 00:00:00
205	426	1534	19	41.41	43.4805	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
206	426	1666	16	41.41	43.4805	2011-08-27 00:00:00	1	5		CTN	2011-08-27 00:00:00
207	427	1492	17	45.33	47.5965	2011-08-25 00:00:00	1	5		CTN	2011-08-25 00:00:00
208	427	1534	19	45.48	47.754	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
209	427	1666	16	45.48	47.754	2011-08-03 00:00:00	1	5		CTN	2011-08-03 00:00:00
210	428	1492	17	41.26	43.323	2011-08-25 00:00:00	1	5		CTN	2011-08-25 00:00:00
211	428	1534	19	41.41	43.4805	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
212	428	1666	16	41.41	43.4805	2011-08-03 00:00:00	1	5		CTN	2011-08-03 00:00:00
213	429	1492	17	39.26	41.223	2011-07-24 00:00:00	1	5		CTN	2011-07-24 00:00:00
214	429	1534	19	39.41	41.3805	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
215	429	1666	16	39.41	41.3805	2011-08-03 00:00:00	1	5		CTN	2011-08-03 00:00:00
216	430	1492	17	43.33	45.4965	2011-07-24 00:00:00	1	5		CTN	2011-07-24 00:00:00
217	430	1534	19	43.48	45.654	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
218	430	1666	16	43.48	45.654	2011-08-03 00:00:00	1	5		CTN	2011-08-03 00:00:00
219	431	1492	17	39.26	41.223	2011-07-24 00:00:00	1	5		CTN	2011-07-24 00:00:00
220	431	1534	19	39.41	41.3805	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
221	431	1666	16	39.41	41.3805	2011-08-03 00:00:00	1	5		CTN	2011-08-03 00:00:00
222	432	1492	17	37.26	39.123	2011-07-24 00:00:00	1	5		CTN	2011-07-24 00:00:00
223	432	1534	19	37.41	39.2805	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
224	432	1666	16	37.41	39.2805	2011-08-03 00:00:00	1	5		CTN	2011-08-03 00:00:00
225	433	1492	17	41.33	43.3965	2011-07-31 00:00:00	1	5		CTN	2011-07-31 00:00:00
226	433	1534	19	41.48	43.554	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
227	433	1666	16	41.48	43.554	2011-08-10 00:00:00	1	5		CTN	2011-08-10 00:00:00
228	434	1492	17	37.26	39.123	2011-07-31 00:00:00	1	5		CTN	2011-07-31 00:00:00
229	434	1534	19	37.41	39.2805	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
230	434	1666	16	37.41	39.2805	2011-08-10 00:00:00	1	5		CTN	2011-08-10 00:00:00
231	435	1492	17	35.26	37.023	2011-07-31 00:00:00	1	5		CTN	2011-07-31 00:00:00
232	435	1534	19	35.41	37.1805	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
233	435	1666	16	35.41	37.1805	2011-08-10 00:00:00	1	5		CTN	2011-08-10 00:00:00
234	436	1492	17	39.33	41.2965	2011-07-31 00:00:00	1	5		CTN	2011-07-31 00:00:00
235	436	1534	19	39.48	41.454	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
236	436	1666	16	39.48	41.454	2011-08-10 00:00:00	1	5		CTN	2011-08-10 00:00:00
237	437	1492	17	35.26	37.023	2011-08-06 00:00:00	1	5		CTN	2011-08-06 00:00:00
238	437	1534	19	35.41	37.1805	2011-08-10 00:00:00	1	5		CTN	2011-08-10 00:00:00
239	437	1666	16	35.41	37.1805	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
240	438	1540	17	39.26	41.223	2011-08-25 00:00:00	1	5		CTN	2011-08-25 00:00:00
241	438	1656	16	45.41	47.6805	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
242	439	1540	17	43.33	45.4965	2011-08-25 00:00:00	1	5		CTN	2011-08-25 00:00:00
243	439	1656	16	43.41	45.5805	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
244	440	1540	17	39.26	41.223	2011-08-06 00:00:00	1	5		CTN	2011-08-06 00:00:00
245	440	1656	16	47.48	49.854	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
246	441	1540	17	37.26	39.123	2011-08-06 00:00:00	1	5		CTN	2011-08-06 00:00:00
247	441	1656	16	43.41	45.5805	2011-08-17 00:00:00	1	5		CTN	2011-08-17 00:00:00
248	442	1540	17	41.33	43.3965	2011-08-06 00:00:00	1	5		CTN	2011-08-06 00:00:00
249	442	1656	16	41.41	43.4805	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
250	443	1540	17	37.26	39.123	2011-08-06 00:00:00	1	5		CTN	2011-08-06 00:00:00
251	443	1656	16	45.48	47.754	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
252	444	1540	17	35.26	37.023	2011-08-12 00:00:00	1	5		CTN	2011-08-12 00:00:00
253	444	1656	16	41.41	43.4805	2011-08-22 00:00:00	1	5		CTN	2011-08-22 00:00:00
254	445	1540	17	39.33	41.2965	2011-08-12 00:00:00	1	5		CTN	2011-08-12 00:00:00
255	445	1656	16	39.41	41.3805	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
256	446	1540	17	35.26	37.023	2011-08-12 00:00:00	1	5		CTN	2011-08-12 00:00:00
257	446	1656	16	43.48	45.654	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
258	447	1540	17	45.41	47.6805	2011-08-12 00:00:00	1	5		CTN	2011-08-12 00:00:00
259	447	1656	16	39.41	41.3805	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
260	448	1540	17	43.41	45.5805	2011-08-19 00:00:00	1	5		CTN	2011-08-19 00:00:00
261	448	1656	16	37.41	39.2805	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
262	449	1540	17	47.48	49.854	2011-08-19 00:00:00	1	5		CTN	2011-08-19 00:00:00
263	449	1656	16	41.48	43.554	2011-08-28 00:00:00	1	5		CTN	2011-08-28 00:00:00
264	450	1540	17	43.41	45.5805	2011-08-19 00:00:00	1	5		CTN	2011-08-19 00:00:00
265	450	1656	16	37.41	39.2805	2011-07-22 00:00:00	1	5		CTN	2011-07-22 00:00:00
266	451	1540	17	41.41	43.4805	2011-08-19 00:00:00	1	5		CTN	2011-08-19 00:00:00
267	451	1656	16	35.41	37.1805	2011-07-22 00:00:00	1	5		CTN	2011-07-22 00:00:00
268	452	1540	17	45.48	47.754	2011-08-19 00:00:00	1	5		CTN	2011-08-19 00:00:00
